学员 ID,学员姓名,课程类别,课程名称,报名节数/期数,单价（元/节/期）,缴费总额（元）,缴费日期,学员所在城市,缴费方式,课程状态
STU10943,陆文,亲子游泳,亲子启蒙班,17,220,3740,2025-09-12,成都,现金,已结课
STU10944,王燕,考级课程,三级考级集训班,31,176,5456,2026-02-03,广州,支付宝,已结课
STU10945,郑丹,亲子游泳,亲子水上游戏课,38,118,4484,2025-11-23,上海,分期,已结课
STU10946,李鑫,亲子游泳,亲子水上游戏课,24,181,4344,2025-09-12,武汉,银行卡,已结课
STU10947,刘瑜,成人游泳,成人蛙泳入门班,46,241,11086,2025-11-19,西安,微信支付,已结课
STU10948,王英,少儿游泳,少儿自由泳提高班,49,218,10682,2025-09-14,重庆,分期,已开课
STU10949,徐玲,亲子游泳,亲子启蒙班,17,248,4216,2025-10-17,北京,银行卡,已结课
STU10950,王龙,成人游泳,成人减脂游泳班,15,216,3240,2025-12-12,重庆,微信支付,已结课
STU10951,祁瑞,少儿游泳,少儿仰泳专项班,37,126,4662,2026-01-14,南京,现金,已开课
STU10952,范桂香,少儿游泳,少儿蛙泳基础班,44,123,5412,2025-10-17,杭州,微信支付,已开课
STU10953,普鑫,亲子游泳,亲子互动班,13,237,3081,2025-10-17,北京,微信支付,已开课
STU10954,马勇,少儿游泳,少儿仰泳专项班,19,185,3515,2025-11-06,成都,微信支付,已报名
STU10955,张宁,成人游泳,成人自由泳速成班,41,210,8610,2025-12-08,上海,银行卡,已报名
STU10956,李婷婷,亲子游泳,亲子水上游戏课,14,203,2842,2025-10-30,北京,银行卡,已结课
STU10957,马淑兰,考级课程,等级考试预备班,25,222,5550,2025-10-03,杭州,分期,已结课
STU10958,王秀珍,少儿游泳,少儿自由泳提高班,19,175,3325,2025-10-14,深圳,分期,已退费
STU10959,赵鹏,考级课程,三级考级集训班,12,80,960,2026-02-06,杭州,支付宝,已报名
STU10960,李欣,亲子游泳,亲子技能提升班,48,144,6912,2025-12-07,南京,支付宝,已结课
STU10961,张雷,考级课程,二级考级专项班,12,121,1452,2026-01-23,上海,银行卡,已报名
STU10962,王秀梅,集训课程,暑期集训营,1,2984,2984,2025-11-11,成都,支付宝,已结课
STU10963,王平,私教课程,一对三私教课,50,146,7300,2025-12-25,杭州,支付宝,已结课
STU10964,郑欢,私教课程,一对三私教课,23,197,4531,2025-11-24,北京,支付宝,已结课
STU10965,梁艳,少儿游泳,少儿蝶泳精英班,10,82,820,2025-12-15,西安,现金,已结课
STU10966,陈秀荣,考级课程,等级考试预备班,14,217,3038,2025-12-23,上海,银行卡,已退费
STU10967,胡林,亲子游泳,亲子技能提升班,34,125,4250,2026-02-26,北京,微信支付,已结课
STU10968,陈东,成人游泳,成人减脂游泳班,10,136,1360,2025-11-11,南京,支付宝,已报名
STU10969,郭洋,考级课程,二级考级专项班,24,139,3336,2025-12-02,北京,银行卡,已结课
STU10970,黄霞,集训课程,寒假集训营,1,1901,1901,2026-02-11,成都,微信支付,已结课
STU10971,王雷,考级课程,三级考级集训班,20,221,4420,2026-01-23,重庆,分期,已开课
STU10972,王建军,考级课程,一级考级冲刺班,14,112,1568,2026-01-24,深圳,分期,已结课
STU10973,李俊,私教课程,一对二私教课,11,216,2376,2026-02-22,西安,现金,已报名
STU10974,田刚,亲子游泳,亲子启蒙班,30,190,5700,2025-12-14,杭州,微信支付,已结课
STU10975,杜桂珍,亲子游泳,亲子水上游戏课,33,212,6996,2025-10-28,北京,银行卡,已退费
STU10976,蔡想,考级课程,三级考级集训班,30,81,2430,2025-11-25,上海,分期,已结课
STU10977,张楠,集训课程,寒假集训营,3,2367,7101,2025-11-03,深圳,支付宝,已开课
STU10978,李婷婷,少儿游泳,少儿蛙泳基础班,11,202,2222,2025-09-07,重庆,银行卡,已结课
STU10979,李桂芝,成人游泳,成人蛙泳入门班,40,141,5640,2025-09-14,南京,分期,已结课
STU10980,程婷,少儿游泳,少儿蝶泳精英班,16,240,3840,2025-10-02,上海,微信支付,已退费
STU10981,徐林,亲子游泳,亲子技能提升班,14,112,1568,2025-09-15,杭州,分期,已结课
STU10982,何佳,少儿游泳,少儿蛙泳基础班,13,223,2899,2025-12-12,上海,分期,已结课
STU10983,邓坤,成人游泳,成人蛙泳入门班,39,178,6942,2025-12-19,重庆,分期,已报名
STU10984,刘秀云,集训课程,暑期集训营,2,2559,5118,2025-10-20,上海,微信支付,已报名
STU10985,刘华,集训课程,暑期集训营,3,3116,9348,2026-01-25,广州,分期,已开课
STU10986,杨丽,亲子游泳,亲子水上游戏课,49,193,9457,2025-10-06,北京,微信支付,已报名
STU10987,孙颖,考级课程,三级考级集训班,42,246,10332,2025-11-19,重庆,分期,已结课
STU10988,谭成,成人游泳,成人减脂游泳班,29,234,6786,2025-12-04,北京,分期,已结课
STU10989,王军,集训课程,寒假集训营,1,1986,1986,2026-01-22,北京,现金,已开课
STU10990,万璐,成人游泳,成人自由泳速成班,14,167,2338,2025-12-31,武汉,分期,已结课
STU10991,贾建军,考级课程,二级考级专项班,49,156,7644,2025-10-12,上海,现金,已结课
STU10992,裴宁,少儿游泳,少儿蝶泳精英班,24,80,1920,2026-02-25,深圳,现金,已结课
STU10993,张静,成人游泳,成人减脂游泳班,31,176,5456,2025-10-18,北京,银行卡,已报名
STU10994,赵成,私教课程,一对一私教课,45,109,4905,2025-12-22,深圳,分期,已退费
STU10995,林晶,私教课程,一对一私教课,11,130,1430,2025-10-15,深圳,银行卡,已结课
STU10996,杨秀芳,私教课程,一对二私教课,21,130,2730,2025-09-26,北京,支付宝,已开课
STU10997,韩秀荣,少儿游泳,少儿仰泳专项班,23,158,3634,2025-12-04,南京,支付宝,已退费
STU10998,蒋想,考级课程,三级考级集训班,14,110,1540,2025-10-04,深圳,支付宝,已结课
STU10999,胡小红,集训课程,国庆集训班,2,2727,5454,2026-02-10,深圳,微信支付,已结课
STU11000,贾小红,考级课程,一级考级冲刺班,44,155,6820,2025-11-23,深圳,微信支付,已结课
STU11001,谷坤,私教课程,一对二私教课,42,229,9618,2025-10-24,上海,现金,已结课
STU11002,王金凤,考级课程,等级考试预备班,20,210,4200,2026-02-13,西安,银行卡,已结课
STU11003,王淑兰,亲子游泳,亲子互动班,30,175,5250,2026-01-02,武汉,现金,已开课
STU11004,马平,亲子游泳,亲子启蒙班,23,136,3128,2025-12-25,深圳,现金,已开课
STU11005,区晶,亲子游泳,亲子水上游戏课,46,120,5520,2025-12-05,杭州,分期,已报名
STU11006,兰帅,少儿游泳,少儿仰泳专项班,38,212,8056,2026-01-28,北京,现金,已结课
STU11007,鞠丽丽,私教课程,私教包月套餐,38,199,7562,2025-12-04,武汉,银行卡,已开课
STU11008,宋莹,少儿游泳,少儿自由泳提高班,38,139,5282,2025-09-20,南京,微信支付,已开课
STU11009,陈凤英,考级课程,等级考试预备班,27,138,3726,2025-12-02,北京,分期,已开课
STU11010,赵玉梅,成人游泳,成人水中健身课,26,157,4082,2026-02-22,杭州,支付宝,已结课
STU11011,李欢,成人游泳,成人水中健身课,10,156,1560,2025-11-28,成都,现金,已结课
STU11012,石淑英,集训课程,暑期集训营,2,2839,5678,2025-10-09,成都,支付宝,已开课
STU11013,朱红霞,集训课程,寒假集训营,2,1978,3956,2026-01-20,武汉,现金,已开课
STU11014,张畅,少儿游泳,少儿仰泳专项班,22,189,4158,2026-02-26,成都,支付宝,已结课
STU11015,薛佳,考级课程,等级考试预备班,33,115,3795,2025-10-03,杭州,微信支付,已结课
STU11016,董小红,集训课程,国庆集训班,2,1961,3922,2026-02-23,成都,分期,已开课
STU11017,赵艳,考级课程,等级考试预备班,46,88,4048,2025-10-10,南京,分期,已结课
STU11018,康辉,考级课程,三级考级集训班,34,132,4488,2025-09-17,西安,现金,已开课
STU11019,陈鑫,少儿游泳,少儿仰泳专项班,46,195,8970,2025-11-17,上海,支付宝,已报名
STU11020,杨艳,考级课程,一级考级冲刺班,12,234,2808,2025-10-18,深圳,微信支付,已退费
STU11021,牛敏,亲子游泳,亲子技能提升班,23,139,3197,2026-01-13,上海,现金,已报名
STU11022,刘建,考级课程,等级考试预备班,20,163,3260,2025-12-15,成都,支付宝,已退费
STU11023,宁雪,成人游泳,成人减脂游泳班,40,97,3880,2025-10-23,广州,支付宝,已开课
STU11024,郑丽丽,集训课程,考前集中训练营,1,2736,2736,2025-11-19,重庆,支付宝,已结课
STU11025,鲁玉珍,集训课程,考前集中训练营,2,1913,3826,2025-12-24,上海,现金,已结课
STU11026,林娟,成人游泳,成人水中健身课,46,205,9430,2026-01-26,北京,微信支付,已开课
STU11027,王斌,亲子游泳,亲子技能提升班,29,180,5220,2025-10-15,成都,支付宝,已开课
STU11028,张健,考级课程,三级考级集训班,39,178,6942,2025-10-17,重庆,微信支付,已开课
STU11029,虞龙,少儿游泳,少儿自由泳提高班,20,150,3000,2026-01-16,杭州,微信支付,已结课
STU11030,王云,集训课程,寒假集训营,2,2342,4684,2026-01-20,上海,银行卡,已报名
STU11031,杨斌,少儿游泳,少儿仰泳专项班,36,195,7020,2025-10-24,西安,微信支付,已结课
STU11032,何秀华,少儿游泳,少儿蝶泳精英班,34,167,5678,2025-10-20,成都,微信支付,已报名
STU11033,陈林,少儿游泳,少儿自由泳提高班,30,198,5940,2025-09-18,上海,分期,已结课
STU11034,李桂芳,集训课程,考前集中训练营,1,2464,2464,2025-10-12,广州,微信支付,已结课
STU11035,邱建国,成人游泳,成人水中健身课,17,216,3672,2025-10-14,上海,微信支付,已结课
STU11036,裴琴,成人游泳,成人减脂游泳班,32,125,4000,2025-09-09,西安,支付宝,已结课
STU11037,邢莉,少儿游泳,少儿蛙泳基础班,34,158,5372,2026-02-01,北京,微信支付,已结课
STU11038,余斌,成人游泳,成人自由泳速成班,33,141,4653,2025-09-05,成都,微信支付,已退费
STU11039,吕小红,私教课程,一对二私教课,14,136,1904,2025-09-25,广州,支付宝,已报名
STU11040,刘秀珍,考级课程,等级考试预备班,30,162,4860,2025-10-19,重庆,支付宝,已退费
STU11041,程桂芝,亲子游泳,亲子水上游戏课,17,139,2363,2025-12-01,南京,支付宝,已报名
STU11042,王玲,集训课程,国庆集训班,1,2297,2297,2025-10-27,上海,银行卡,已结课
STU11043,李平,私教课程,一对一私教课,14,135,1890,2026-02-01,武汉,微信支付,已结课
STU11044,郑明,考级课程,一级考级冲刺班,26,104,2704,2026-02-09,成都,支付宝,已开课
STU11045,张娜,集训课程,国庆集训班,3,2487,7461,2026-02-03,重庆,现金,已开课
STU11046,王坤,集训课程,寒假集训营,3,2703,8109,2025-09-04,深圳,微信支付,已结课
STU11047,王晨,少儿游泳,少儿仰泳专项班,25,189,4725,2026-02-06,上海,微信支付,已报名
STU11048,张玉华,亲子游泳,亲子技能提升班,22,118,2596,2026-02-12,北京,支付宝,已退费
STU11049,杨雷,考级课程,三级考级集训班,31,114,3534,2026-02-12,北京,分期,已结课
STU11050,钟楠,亲子游泳,亲子技能提升班,11,138,1518,2025-11-24,南京,支付宝,已开课
STU11051,吉瑞,少儿游泳,少儿自由泳提高班,24,235,5640,2026-01-12,南京,支付宝,已结课
STU11052,蒋春梅,少儿游泳,少儿蛙泳基础班,41,97,3977,2025-09-14,广州,支付宝,已报名
STU11053,张秀梅,成人游泳,成人自由泳速成班,25,209,5225,2025-12-29,杭州,支付宝,已结课
STU11054,梁秀英,成人游泳,成人减脂游泳班,21,235,4935,2025-11-13,重庆,现金,已退费
STU11055,叶伟,成人游泳,成人水中健身课,40,100,4000,2025-12-02,成都,现金,已开课
STU11056,朱伟,亲子游泳,亲子水上游戏课,42,236,9912,2025-10-10,武汉,微信支付,已结课
STU11057,张红霞,亲子游泳,亲子启蒙班,29,232,6728,2026-01-20,广州,银行卡,已开课
STU11058,梁淑兰,私教课程,私教包月套餐,28,176,4928,2026-01-02,上海,银行卡,已报名
STU11059,王桂珍,亲子游泳,亲子互动班,19,128,2432,2025-12-05,武汉,现金,已退费
STU11060,林淑华,亲子游泳,亲子技能提升班,34,205,6970,2026-01-29,上海,现金,已结课
STU11061,史柳,少儿游泳,少儿蝶泳精英班,46,121,5566,2025-12-21,杭州,银行卡,已结课
STU11062,李宁,亲子游泳,亲子技能提升班,13,246,3198,2025-12-18,深圳,支付宝,已结课
STU11063,古莉,私教课程,一对一私教课,19,146,2774,2026-02-22,广州,银行卡,已开课
STU11064,杜桂兰,考级课程,一级考级冲刺班,10,109,1090,2026-02-12,成都,现金,已结课
STU11065,余荣,少儿游泳,少儿自由泳提高班,37,122,4514,2025-11-04,杭州,分期,已退费
STU11066,杨芳,集训课程,考前集中训练营,3,2130,6390,2025-09-23,上海,分期,已结课
STU11067,曾欣,私教课程,一对二私教课,27,133,3591,2025-12-11,杭州,微信支付,已退费
STU11068,黎秀华,亲子游泳,亲子启蒙班,16,97,1552,2025-12-16,西安,现金,已结课
STU11069,连琴,集训课程,考前集中训练营,1,1861,1861,2026-02-28,广州,支付宝,已结课
STU11070,宋柳,考级课程,等级考试预备班,38,225,8550,2025-10-18,深圳,微信支付,已结课
STU11071,陈霞,成人游泳,成人水中健身课,36,192,6912,2026-02-07,上海,支付宝,已报名
STU11072,王峰,少儿游泳,少儿蝶泳精英班,17,150,2550,2026-01-28,深圳,现金,已结课
STU11073,贾柳,少儿游泳,少儿蛙泳基础班,13,148,1924,2025-09-02,重庆,微信支付,已报名
STU11074,周玉珍,考级课程,等级考试预备班,34,234,7956,2025-11-08,武汉,现金,已结课
STU11075,黄秀云,考级课程,三级考级集训班,31,174,5394,2025-11-27,南京,支付宝,已退费
STU11076,王桂英,集训课程,考前集中训练营,2,2750,5500,2025-11-24,上海,微信支付,已结课
STU11077,童玉梅,集训课程,考前集中训练营,3,3210,9630,2025-10-06,北京,分期,已报名
STU11078,余洋,考级课程,二级考级专项班,25,174,4350,2026-02-23,武汉,分期,已结课
STU11079,余秀荣,成人游泳,成人蛙泳入门班,50,162,8100,2025-09-12,南京,现金,已开课
STU11080,温秀芳,亲子游泳,亲子水上游戏课,49,100,4900,2025-12-31,上海,现金,已开课
STU11081,陈建平,成人游泳,成人自由泳速成班,43,226,9718,2026-01-08,北京,支付宝,已结课
STU11082,刘旭,少儿游泳,少儿仰泳专项班,45,199,8955,2025-12-24,上海,现金,已结课
STU11083,雷丽娟,成人游泳,成人自由泳速成班,23,123,2829,2026-02-16,上海,微信支付,已结课
STU11084,吴岩,集训课程,暑期集训营,1,3402,3402,2025-12-08,杭州,支付宝,已结课
STU11085,马军,集训课程,考前集中训练营,3,1752,5256,2026-01-15,武汉,微信支付,已结课
STU11086,张帅,私教课程,一对二私教课,46,233,10718,2025-12-06,成都,分期,已退费
STU11087,陈桂香,亲子游泳,亲子互动班,24,146,3504,2025-09-23,上海,微信支付,已开课
STU11088,吴英,考级课程,一级考级冲刺班,17,226,3842,2025-11-20,成都,分期,已结课
STU11089,何倩,私教课程,一对一私教课,47,217,10199,2025-12-09,成都,银行卡,已结课
STU11090,原旭,集训课程,寒假集训营,3,2859,8577,2025-10-27,上海,现金,已报名
STU11091,蒋成,亲子游泳,亲子技能提升班,19,155,2945,2026-01-06,武汉,支付宝,已结课
STU11092,刘博,成人游泳,成人蛙泳入门班,48,161,7728,2026-02-24,上海,银行卡,已退费
STU11093,曾倩,集训课程,考前集中训练营,3,3197,9591,2025-11-14,成都,微信支付,已退费
STU11094,周宁,私教课程,一对二私教课,23,137,3151,2025-09-14,广州,现金,已结课
STU11095,蒋冬梅,私教课程,一对二私教课,11,220,2420,2025-12-18,武汉,银行卡,已结课
STU11096,程红梅,亲子游泳,亲子启蒙班,43,152,6536,2025-10-20,西安,现金,已报名
STU11097,张秀英,私教课程,一对一私教课,29,197,5713,2026-01-26,广州,现金,已结课
STU11098,吴波,私教课程,一对二私教课,23,135,3105,2025-10-21,北京,银行卡,已结课
STU11099,方秀梅,考级课程,等级考试预备班,19,176,3344,2025-12-19,广州,微信支付,已报名
STU11100,尚淑珍,亲子游泳,亲子互动班,13,110,1430,2026-02-14,南京,分期,已结课
STU11101,李敏,成人游泳,成人减脂游泳班,25,88,2200,2025-12-11,武汉,银行卡,已结课
STU11102,马帆,成人游泳,成人减脂游泳班,15,198,2970,2026-02-14,成都,银行卡,已结课
STU11103,罗斌,亲子游泳,亲子技能提升班,10,110,1100,2025-10-02,武汉,分期,已开课
STU11104,魏春梅,考级课程,三级考级集训班,27,104,2808,2025-10-17,成都,现金,已退费
STU11105,陈淑珍,集训课程,考前集中训练营,2,2670,5340,2025-11-23,上海,分期,已开课
STU11106,石想,集训课程,暑期集训营,2,2638,5276,2026-01-14,武汉,微信支付,已结课
STU11107,王雪,考级课程,等级考试预备班,23,248,5704,2025-10-17,重庆,支付宝,已报名
STU11108,李丽娟,亲子游泳,亲子技能提升班,17,90,1530,2025-10-23,广州,微信支付,已结课
STU11109,郑健,少儿游泳,少儿蛙泳基础班,17,209,3553,2026-01-18,广州,现金,已退费
STU11110,丛佳,集训课程,暑期集训营,1,2115,2115,2025-11-15,西安,现金,已报名
STU11111,刘莉,亲子游泳,亲子技能提升班,43,170,7310,2026-01-09,深圳,微信支付,已结课
STU11112,何桂芳,少儿游泳,少儿自由泳提高班,12,128,1536,2025-10-26,广州,分期,已结课
STU11113,张波,考级课程,二级考级专项班,27,112,3024,2025-12-18,上海,分期,已开课
STU11114,杜明,亲子游泳,亲子互动班,35,196,6860,2026-02-21,成都,支付宝,已结课
STU11115,王桂花,少儿游泳,少儿仰泳专项班,50,245,12250,2025-12-05,重庆,分期,已结课
STU11116,刘玉英,亲子游泳,亲子互动班,30,191,5730,2026-02-02,深圳,微信支付,已开课
STU11117,邓雪,考级课程,等级考试预备班,45,184,8280,2025-09-23,南京,银行卡,已结课
STU11118,阎玲,成人游泳,成人自由泳速成班,27,82,2214,2025-12-06,上海,微信支付,已开课
STU11119,王玉英,集训课程,国庆集训班,3,3182,9546,2025-09-25,西安,银行卡,已结课
STU11120,廖小红,私教课程,一对三私教课,48,105,5040,2025-10-14,南京,现金,已开课
STU11121,王坤,集训课程,考前集中训练营,2,2713,5426,2025-09-03,西安,支付宝,已结课
STU11122,李欢,成人游泳,成人减脂游泳班,46,148,6808,2026-02-11,南京,支付宝,已结课
STU11123,胡超,亲子游泳,亲子水上游戏课,21,192,4032,2025-12-29,西安,银行卡,已开课
STU11124,吴辉,亲子游泳,亲子互动班,29,242,7018,2025-11-18,成都,银行卡,已结课
STU11125,林杰,集训课程,暑期集训营,1,2994,2994,2025-09-24,广州,分期,已报名
STU11126,雷丹丹,集训课程,国庆集训班,3,3403,10209,2025-09-03,成都,分期,已退费
STU11127,黄颖,成人游泳,成人减脂游泳班,41,211,8651,2026-02-21,西安,微信支付,已结课
STU11128,邱冬梅,考级课程,一级考级冲刺班,10,188,1880,2025-11-28,深圳,分期,已结课
STU11129,纪文,少儿游泳,少儿蝶泳精英班,20,214,4280,2025-10-15,上海,银行卡,已结课
STU11130,黄阳,考级课程,二级考级专项班,13,188,2444,2025-10-14,南京,微信支付,已开课
STU11131,宋帆,集训课程,寒假集训营,3,3242,9726,2025-10-01,杭州,银行卡,已结课
STU11132,向欣,私教课程,一对二私教课,10,241,2410,2025-10-26,杭州,分期,已结课
STU11133,杨淑英,少儿游泳,少儿蝶泳精英班,49,204,9996,2026-02-05,武汉,银行卡,已开课
STU11134,杨东,少儿游泳,少儿蛙泳基础班,32,127,4064,2025-09-03,上海,现金,已结课
STU11135,郑莉,少儿游泳,少儿自由泳提高班,36,111,3996,2025-09-02,广州,银行卡,已开课
STU11136,李勇,亲子游泳,亲子技能提升班,29,173,5017,2025-10-17,西安,银行卡,已报名
STU11137,孙建华,亲子游泳,亲子水上游戏课,20,115,2300,2025-12-21,北京,银行卡,已结课
STU11138,米婷婷,集训课程,寒假集训营,1,1888,1888,2025-10-05,成都,现金,已结课
STU11139,杨红,少儿游泳,少儿自由泳提高班,22,202,4444,2025-11-08,上海,现金,已结课
STU11140,萧涛,亲子游泳,亲子互动班,30,182,5460,2025-12-09,广州,微信支付,已退费
STU11141,李杰,少儿游泳,少儿自由泳提高班,19,168,3192,2026-02-23,深圳,微信支付,已结课
STU11142,石婷,私教课程,私教包月套餐,48,82,3936,2025-11-14,杭州,现金,已报名
STU11143,李红,亲子游泳,亲子互动班,49,119,5831,2025-10-18,深圳,银行卡,已结课
STU11144,吴桂珍,私教课程,一对二私教课,37,130,4810,2025-09-27,西安,分期,已开课
STU11145,李建国,考级课程,一级考级冲刺班,24,110,2640,2025-09-10,杭州,支付宝,已退费
STU11146,郭晶,亲子游泳,亲子启蒙班,49,131,6419,2025-12-07,成都,分期,已开课
STU11147,范丽娟,集训课程,寒假集训营,1,2188,2188,2025-09-16,西安,现金,已结课
STU11148,李雪梅,私教课程,一对一私教课,27,173,4671,2025-11-29,成都,支付宝,已开课
STU11149,傅小红,少儿游泳,少儿自由泳提高班,12,80,960,2025-11-22,深圳,银行卡,已结课
STU11150,蔡军,考级课程,等级考试预备班,37,127,4699,2026-01-04,南京,银行卡,已开课
STU11151,孙欢,少儿游泳,少儿蛙泳基础班,45,113,5085,2025-12-02,重庆,分期,已结课
STU11152,李秀梅,成人游泳,成人水中健身课,23,229,5267,2025-09-28,广州,分期,已报名
STU11153,姜兰英,考级课程,一级考级冲刺班,22,194,4268,2025-09-20,西安,分期,已开课
STU11154,王婷婷,集训课程,考前集中训练营,1,2592,2592,2025-09-12,广州,支付宝,已结课
STU11155,田春梅,集训课程,国庆集训班,3,3497,10491,2025-12-03,武汉,微信支付,已退费
STU11156,杨秀梅,少儿游泳,少儿蝶泳精英班,36,214,7704,2026-01-07,北京,支付宝,已结课
STU11157,李建华,集训课程,寒假集训营,2,1593,3186,2025-09-16,深圳,现金,已结课
STU11158,张楠,考级课程,等级考试预备班,20,192,3840,2025-12-08,西安,现金,已结课
STU11159,高秀芳,私教课程,一对二私教课,21,80,1680,2025-10-26,重庆,微信支付,已结课
STU11160,崔欢,考级课程,三级考级集训班,42,214,8988,2025-10-27,杭州,银行卡,已结课
STU11161,张阳,成人游泳,成人自由泳速成班,12,216,2592,2025-09-11,广州,银行卡,已退费
STU11162,鞠宁,私教课程,一对一私教课,25,133,3325,2025-09-01,南京,分期,已退费
STU11163,李欣,私教课程,一对一私教课,45,147,6615,2025-12-14,重庆,银行卡,已开课
STU11164,张英,少儿游泳,少儿蛙泳基础班,32,136,4352,2025-11-11,广州,银行卡,已退费
STU11165,王桂兰,考级课程,等级考试预备班,34,247,8398,2026-02-08,重庆,分期,已开课
STU11166,柴彬,亲子游泳,亲子互动班,30,148,4440,2026-02-09,成都,支付宝,已结课
STU11167,李艳,集训课程,考前集中训练营,2,1803,3606,2025-09-24,武汉,支付宝,已结课
STU11168,刘红,成人游泳,成人自由泳速成班,46,205,9430,2025-10-17,杭州,微信支付,已开课
STU11169,李俊,成人游泳,成人减脂游泳班,48,128,6144,2025-12-19,深圳,现金,已退费
STU11170,谢慧,亲子游泳,亲子启蒙班,43,115,4945,2025-09-04,重庆,微信支付,已开课
STU11171,张雷,少儿游泳,少儿蛙泳基础班,10,244,2440,2025-10-04,深圳,微信支付,已开课
STU11172,鄢洁,集训课程,暑期集训营,1,3461,3461,2026-01-17,南京,微信支付,已开课
STU11173,王娜,亲子游泳,亲子水上游戏课,20,158,3160,2025-10-10,深圳,微信支付,已结课
STU11174,梁丽丽,私教课程,一对一私教课,11,91,1001,2025-11-15,上海,分期,已结课
STU11175,徐凯,亲子游泳,亲子互动班,10,137,1370,2025-12-08,广州,银行卡,已结课
STU11176,张宇,成人游泳,成人减脂游泳班,17,205,3485,2025-09-29,深圳,微信支付,已退费
STU11177,王鑫,私教课程,一对三私教课,14,237,3318,2025-12-02,上海,微信支付,已结课
STU11178,侯波,成人游泳,成人减脂游泳班,43,165,7095,2026-02-21,成都,支付宝,已结课
STU11179,骆雷,集训课程,国庆集训班,3,3174,9522,2025-09-27,杭州,现金,已结课
STU11180,李秀荣,私教课程,一对一私教课,10,118,1180,2025-10-08,南京,支付宝,已开课
STU11181,蔡璐,集训课程,考前集中训练营,1,1731,1731,2025-11-11,广州,微信支付,已开课
STU11182,王静,成人游泳,成人自由泳速成班,34,170,5780,2025-12-18,武汉,现金,已结课
STU11183,黄莉,集训课程,国庆集训班,1,3142,3142,2025-11-02,成都,现金,已结课
STU11184,田秀珍,考级课程,三级考级集训班,44,217,9548,2025-12-08,上海,分期,已结课
STU11185,王利,考级课程,一级考级冲刺班,15,140,2100,2025-10-23,北京,银行卡,已结课
STU11186,陈秀珍,成人游泳,成人蛙泳入门班,13,169,2197,2025-10-06,杭州,现金,已报名
STU11187,安楠,考级课程,三级考级集训班,25,133,3325,2025-09-15,广州,微信支付,已退费
STU11188,秦岩,集训课程,寒假集训营,2,3001,6002,2025-12-05,北京,微信支付,已结课
STU11189,徐淑华,少儿游泳,少儿蝶泳精英班,48,120,5760,2025-10-07,上海,支付宝,已报名
STU11190,赵鹏,考级课程,三级考级集训班,19,126,2394,2025-10-06,西安,银行卡,已结课
STU11191,赵秀珍,集训课程,国庆集训班,2,3100,6200,2025-09-04,杭州,微信支付,已开课
STU11192,程玉兰,集训课程,暑期集训营,3,3038,9114,2025-10-12,北京,现金,已结课
STU11193,黄海燕,集训课程,考前集中训练营,3,2956,8868,2026-01-25,西安,银行卡,已结课
STU11194,何红梅,亲子游泳,亲子互动班,27,103,2781,2025-10-03,深圳,现金,已结课
STU11195,杨伟,成人游泳,成人减脂游泳班,21,223,4683,2025-09-20,武汉,现金,已开课
STU11196,曹淑兰,集训课程,考前集中训练营,2,1837,3674,2026-02-13,成都,支付宝,已开课
STU11197,陈博,少儿游泳,少儿蛙泳基础班,33,234,7722,2025-11-25,北京,支付宝,已开课
STU11198,罗颖,考级课程,等级考试预备班,14,134,1876,2025-11-19,深圳,分期,已开课
STU11199,周军,少儿游泳,少儿自由泳提高班,27,101,2727,2026-01-23,北京,分期,已退费
STU11200,杨平,亲子游泳,亲子启蒙班,13,160,2080,2025-09-03,南京,银行卡,已退费
STU11201,马凤兰,考级课程,一级考级冲刺班,30,180,5400,2025-10-04,上海,银行卡,已结课
STU11202,孟波,集训课程,暑期集训营,3,3153,9459,2025-09-07,重庆,现金,已结课
STU11203,刘凤英,少儿游泳,少儿仰泳专项班,20,118,2360,2025-09-21,上海,支付宝,已结课
STU11204,张桂兰,集训课程,寒假集训营,3,1829,5487,2026-01-07,西安,分期,已结课
STU11205,冯桂珍,私教课程,私教包月套餐,18,166,2988,2026-02-07,成都,微信支付,已结课
STU11206,王磊,集训课程,考前集中训练营,1,1927,1927,2026-02-03,上海,支付宝,已结课
STU11207,陆俊,亲子游泳,亲子启蒙班,10,116,1160,2025-11-19,西安,微信支付,已结课
STU11208,马旭,亲子游泳,亲子技能提升班,20,155,3100,2025-11-11,重庆,银行卡,已开课
STU11209,吴秀梅,少儿游泳,少儿自由泳提高班,39,146,5694,2025-11-05,武汉,支付宝,已退费
STU11210,金晶,考级课程,三级考级集训班,12,173,2076,2025-12-12,成都,分期,已退费
STU11211,顾秀芳,成人游泳,成人减脂游泳班,33,211,6963,2025-11-20,南京,微信支付,已结课
STU11212,程刚,考级课程,三级考级集训班,26,90,2340,2026-02-12,北京,支付宝,已结课
STU11213,吴晶,考级课程,等级考试预备班,19,106,2014,2025-10-11,重庆,现金,已结课
STU11214,刘丽华,成人游泳,成人减脂游泳班,39,103,4017,2025-12-29,西安,现金,已报名
STU11215,张春梅,成人游泳,成人蛙泳入门班,35,190,6650,2025-11-24,上海,银行卡,已开课
STU11216,庄斌,考级课程,三级考级集训班,23,201,4623,2025-12-26,北京,分期,已开课
STU11217,李东,亲子游泳,亲子互动班,50,134,6700,2025-09-09,重庆,现金,已报名
STU11218,王小红,私教课程,私教包月套餐,40,134,5360,2026-02-23,成都,银行卡,已开课
